Plzeň,34,2000-08-03
Kolín,-14,2004-10-17
Uherské Hradiště,29,2001-07-06
Ostrava,21,2000-02-20
Kroměříž,25,2023-02-13
Valašské Meziříčí,5,2005-12-16
Šumperk,2,2020-12-31
Ostrov,13,2013-04-08
Přerov,5,2020-03-29
Litoměřice,7,2018-08-05
Uherský Brod,-15,2005-05-17
Ústí nad Labem,10,2017-02-28
České Budějovice,19,2008-04-10
Karviná,17,2022-10-05
Teplice,12,2008-08-28
Trutnov,-4,2022-07-31
Jablonec nad Nisou,13,2005-04-05
Nový Jičín,-4,2013-04-14
Ostrov,28,2000-04-26
Benešov,31,2001-03-15
Kopřivnice,22,2017-06-25
Benešov,-2,2019-08-12
Jičín,-5,2020-09-11
Vsetín,14,2022-01-25
Valašské Meziříčí,-9,2001-03-27
Blansko,15,2002-12-22
Trutnov,12,2018-05-25
Jičín,25,2021-12-26
Kladno,-13,2020-04-03
Kroměříž,14,2006-08-28
Cheb,31,2002-07-12
Přerov,-9,2017-10-29
Pelhřimov,15,2009-09-03
Beroun,9,2014-11-26
Liberec,7,2008-07-12
Olomouc,14,2014-09-06
Česká Lípa,13,2021-09-07
Sušice,23,2002-01-25
Chomutov,9,2011-11-28
Jičín,-2,2004-01-03
Benešov,-15,2002-08-18
Chomutov,-10,2017-04-26
Český Těšín,20,2001-10-17
Brandýs nad Labem-Stará Boleslav,3,2005-10-06
Pelhřimov,12,2004-08-18
Litoměřice,6,2010-11-23
Tábor,9,2018-05-09
Plzeň,-13,2016-07-24
České Budějovice,25,2018-03-13
Děčín,2,2022-08-14
Benešov,-15,2002-09-29
Olomouc,15,2009-06-19
Jihlava,0,2016-06-10
Český Těšín,3,2002-11-28
Brno,-2,2008-07-27
Praha,28,2016-07-09
Hradec Králové,25,2022-01-13
Náchod,13,2005-05-08
Olomouc,10,2010-10-27
Jablonec nad Nisou,1,2022-11-29
Vsetín,28,2021-11-08
Klatovy,32,2019-03-06
Hradec Králové,-8,2007-07-02
Rumburk,13,2012-08-22
Pelhřimov,-3,2022-07-08
Přerov,-13,2013-08-24
Praha,15,2001-12-15
Cheb,15,2000-05-08
Jablonec nad Nisou,-14,2017-04-04
České Budějovice,25,2002-03-08
Trutnov,-12,2002-08-27
Olomouc,16,2022-06-27
Rakovník,4,2005-05-02
Valašské Meziříčí,4,2011-07-10
Litoměřice,9,2011-12-05
Prostějov,-5,2020-02-21
Litvínov,14,2009-05-05
Děčín,7,2020-08-17
Chomutov,24,2000-09-08
Ostrov,1,2010-02-07
Kladno,13,2019-02-10
Kroměříž,29,2009-09-12
Brno,27,2006-12-21
Benešov,1,2008-10-20
Brandýs nad Labem-Stará Boleslav,28,2011-09-29
Liberec,-5,2017-11-23
Brandýs nad Labem-Stará Boleslav,33,2018-11-10
Brandýs nad Labem-Stará Boleslav,28,2008-05-29
Brandýs nad Labem-Stará Boleslav,22,2002-01-18
Karviná,14,2011-03-23
Český Těšín,8,2006-08-17
Frýdek-Místek,32,2011-10-04
Česká Lípa,14,2005-09-19
Náchod,-4,2013-08-14
Olomouc,-11,2008-04-13
Česká Lípa,19,2015-04-28
Jeseník,31,2014-12-02
Ústí nad Labem,18,2012-03-25
Litvínov,-12,2019-01-01
Olomouc,-3,2019-02-01
Teplice,19,2018-07-08
Havířov,3,2012-03-29
Trutnov,33,2004-05-25
Benešov,26,2016-11-03
Jičín,17,2004-09-04
Vsetín,-3,2012-03-01
Pardubice,26,2008-07-03
Kolín,6,2015-02-13
Jeseník,1,2011-06-22
Jablonec nad Nisou,8,2019-04-22
Brandýs nad Labem-Stará Boleslav,-2,2002-07-06
Valašské Meziříčí,-15,2001-06-16
Rumburk,20,2001-09-21
Mladá Boleslav,-6,2018-09-11
Klatovy,4,2018-05-22
Rumburk,30,2007-12-01
Brno,-10,2008-08-19
Klatovy,-14,2001-09-12
Mladá Boleslav,11,2006-01-08
Žatec,-4,2023-02-22
Prostějov,15,2022-03-10
Děčín,-3,2004-06-15
Vsetín,31,2003-06-04
Kroměříž,5,2015-04-19
Ostrov,11,2008-01-09
Děčín,32,2020-12-24
Kroměříž,-14,2013-08-06
Kladno,8,2019-09-04
Ostrava,5,2010-03-05
Nový Jičín,-6,2015-05-17
Česká Lípa,23,2006-03-20
Mladá Boleslav,22,2004-06-10
Prostějov,-5,2020-06-18
Děčín,26,2002-02-04
Jindřichův Hradec,25,2018-10-06
Jirkov,30,2002-03-28
Jihlava,0,2012-07-22
Brno,31,2011-04-11
Jihlava,11,2009-04-17
Ostrava,12,2004-02-03
Rumburk,-4,2012-08-19
Jeseník,14,2012-03-25
Jičín,13,2016-08-04
Jirkov,0,2019-01-20
Cheb,-14,2014-07-03
Blansko,-3,2018-06-19
Praha,-5,2006-06-23
Ostrava,-8,2005-09-05
Tábor,15,2006-10-08
Česká Lípa,12,2001-05-12
Karviná,12,2016-06-26
Havířov,14,2013-03-20
Chomutov,6,2014-11-07
Kladno,3,2011-12-25
Trutnov,-10,2006-10-28
Děčín,13,2000-06-17
Karviná,24,2015-02-13
Jihlava,-10,2017-01-04
Děčín,16,2016-07-01
Kroměříž,5,2000-06-08
Trutnov,3,2021-05-24
Karviná,-3,2004-08-06
Sušice,6,2004-11-11
Litoměřice,5,2006-01-08
Tábor,12,2017-12-04
Žďár nad Sázavou,0,2016-03-20
Vsetín,25,2019-06-10
Uherský Brod,27,2017-10-01
Rakovník,22,2015-08-14
Rumburk,25,2000-04-15
Plzeň,-7,2021-04-09
Ostrov,28,2010-05-18
Pardubice,10,2014-11-16
Chomutov,14,2002-06-23
Jeseník,-3,2000-12-24
Břeclav,-4,2000-01-16
Olomouc,20,2004-09-21
Teplice,12,2004-02-28
Litvínov,3,2012-05-23
Benešov,10,2014-09-19
Děčín,32,2016-04-28
Ústí nad Labem,21,2008-07-16
Blansko,1,2015-05-22
Louny,-6,2001-02-07
Žatec,24,2022-12-23
Blansko,-4,2004-03-27
Český Těšín,15,2011-01-11
Louny,5,2002-02-10
Uherské Hradiště,-2,2005-01-31
Žďár nad Sázavou,32,2009-06-12
Jirkov,4,2003-11-06
Šumperk,4,2008-05-06
Jirkov,16,2000-03-30
Brandýs nad Labem-Stará Boleslav,-14,2022-10-07
Valašské Meziříčí,-14,2009-06-04
Frýdek-Místek,23,2020-04-29
Ústí nad Labem,-15,2008-01-07
Ústí nad Labem,11,2019-02-13
Jičín,14,2009-10-12
Jirkov,24,2020-03-27
Ústí nad Labem,0,2010-05-21
Vsetín,33,2023-01-14
Litoměřice,10,2008-11-05
Frýdek-Místek,-15,2001-11-03
Klatovy,6,2022-05-11
Olomouc,23,2021-08-22
Brno,-6,2010-08-22
Zlín,-4,2007-07-02
Louny,-6,2007-03-06
Chomutov,10,2019-04-03
Kroměříž,24,2009-06-02
Beroun,25,2004-11-16
Český Těšín,14,2004-12-30
Kroměříž,4,2006-01-04
Šumperk,21,2011-02-26
Litoměřice,-5,2002-04-02
Tábor,9,2015-05-15
Trutnov,-8,2003-07-27
Prostějov,-2,2002-05-06
Ostrava,23,2008-01-16
Nový Jičín,-8,2000-11-07
Litvínov,-15,2015-12-26
Třebíč,23,2000-06-06
Kroměříž,3,2017-11-24
Ústí nad Labem,29,2020-05-09
Kladno,33,2003-11-17
Jihlava,29,2010-06-25
Náchod,-5,2022-08-21
Brandýs nad Labem-Stará Boleslav,-3,2009-04-22
Hradec Králové,10,2019-10-05
Sušice,27,2006-05-03
Pardubice,10,2001-12-23
Vsetín,-1,2014-09-13
České Budějovice,5,2017-04-21
Kroměříž,33,2004-12-15
Jablonec nad Nisou,20,2003-01-31
Hradec Králové,21,2020-11-22
Český Těšín,3,2011-04-20
Mladá Boleslav,-11,2006-06-17
Kopřivnice,23,2000-04-22
Pardubice,-11,2001-09-14
Hradec Králové,21,2004-08-03
Česká Lípa,-7,2013-06-02
Liberec,17,2002-08-09
Tábor,25,2011-02-03
Sušice,31,2007-03-03
Karviná,10,2022-07-16
Šumperk,1,2020-01-27
Beroun,4,2020-01-06
Vsetín,25,2005-12-10
Jihlava,0,2003-11-05
Zlín,16,2019-10-01
Trutnov,3,2009-01-29
Plzeň,8,2012-06-17
Jihlava,26,2010-10-22
Karviná,30,2000-05-03
Kopřivnice,-14,2022-08-21
Kolín,-9,2009-10-03
Blansko,-10,2016-10-22
Prostějov,8,2022-11-01
Brno,-6,2022-06-01
Louny,-6,2013-08-29
Kopřivnice,-15,2016-09-26
Kolín,34,2019-03-20
Frýdek-Místek,25,2000-09-05
Děčín,-2,2013-10-22
Vsetín,-8,2010-09-08
Tábor,4,2012-12-04
Jičín,-9,2011-12-20
Liberec,-10,2001-08-21
Beroun,-9,2003-12-24
Brno,-2,2014-03-02
Jihlava,-9,2008-07-23
Kladno,33,2014-08-23
Klatovy,24,2016-09-23
Klatovy,-7,2010-01-31
Sušice,19,2020-01-29
Žatec,32,2011-06-22
Valašské Meziříčí,29,2015-11-19
Žatec,27,2006-05-07
Karviná,1,2001-12-27
Praha,0,2017-07-24
Žďár nad Sázavou,13,2008-03-08
Ostrava,20,2003-04-28
Frýdek-Místek,-2,2009-10-30
Kladno,-14,2000-09-27
Břeclav,-14,2019-09-14
Žatec,3,2021-02-21
Jirkov,-11,2021-09-02
Brandýs nad Labem-Stará Boleslav,-14,2012-12-18
Brno,28,2010-02-05
Uherské Hradiště,14,2001-06-26
Ostrov,5,2000-11-13
Olomouc,29,2004-11-02
Ostrava,-12,2019-06-02
Šumperk,15,2011-06-23
Žatec,-8,2004-09-21
Žatec,24,2018-10-08
Ostrava,-14,2018-05-21
Blansko,0,2018-08-26
Jihlava,17,2010-02-13
Kolín,17,2017-10-23
Žďár nad Sázavou,9,2012-05-09
Liberec,2,2009-11-24
Jindřichův Hradec,0,2017-05-28
Blansko,6,2016-05-22
Pelhřimov,2,2000-09-22
Litvínov,-15,2020-05-13
Pelhřimov,21,2006-01-14
Rumburk,13,2014-02-17
Zlín,15,2015-03-28
Ostrava,33,2021-05-22
Žďár nad Sázavou,34,2022-08-22
Přerov,21,2016-06-10
Olomouc,20,2017-10-05
Ostrov,-5,2002-02-24
Cheb,19,2001-11-20
Kolín,19,2021-12-15
Pelhřimov,-12,2010-03-24
Trutnov,-3,2008-10-26
Louny,26,2011-10-26
Karviná,-6,2010-12-25
Rakovník,-4,2022-04-13
Valašské Meziříčí,17,2000-07-14
Kroměříž,20,2017-07-11
Benešov,28,2019-06-10
Žďár nad Sázavou,21,2003-08-27
Žatec,12,2010-10-06
Kolín,5,2019-06-20
Kladno,27,2010-03-15
Chomutov,-4,2005-08-30
Šumperk,2,2014-06-08
Chomutov,10,2006-01-25
Havířov,19,2019-02-14
Benešov,8,2009-12-17
Vsetín,25,2020-10-03
Chomutov,10,2009-11-22
Brandýs nad Labem-Stará Boleslav,-12,2010-09-27
Sušice,27,2018-03-26
Frýdek-Místek,19,2000-07-18
Břeclav,33,2013-02-08
Klatovy,-1,2000-05-09
Přerov,33,2020-06-18
Jablonec nad Nisou,12,2000-08-06
Jeseník,3,2008-09-24
Uherský Brod,28,2015-11-18
Tábor,12,2016-05-06
Jihlava,-1,2016-08-09
Český Těšín,18,2023-01-04
Olomouc,25,2019-03-09
Havířov,9,2021-12-30
Cheb,2,2018-05-22
Zlín,-12,2007-08-03
Brandýs nad Labem-Stará Boleslav,7,2000-09-26
Litoměřice,34,2010-11-16
Benešov,28,2001-04-05
Český Těšín,20,2019-07-15
Česká Lípa,29,2001-11-06
Tábor,11,2020-10-27
Ostrava,6,2020-11-29
Brno,16,2018-05-30
Jeseník,-15,2021-07-31
Frýdek-Místek,30,2010-06-04
Prostějov,-12,2004-02-20
Kolín,25,2015-10-01
Teplice,2,2015-01-23
Louny,13,2003-02-24
Ostrava,-12,2022-08-30
Litvínov,0,2018-07-17
Jičín,5,2001-12-02
Zlín,0,2006-06-29
Havířov,31,2013-12-30
Teplice,21,2021-03-03
Nový Jičín,32,2002-03-12
Frýdek-Místek,-8,2015-11-10
Náchod,20,2010-03-20
Brandýs nad Labem-Stará Boleslav,20,2015-09-15
Kolín,15,2011-07-18
Havířov,9,2012-07-30
Pelhřimov,15,2014-02-26
Kolín,24,2015-05-23
Ostrava,21,2017-11-26
Kopřivnice,26,2012-03-21
Jihlava,27,2012-01-01
Olomouc,1,2022-08-02
Uherské Hradiště,-3,2019-11-03
Litvínov,32,2002-11-28
Jeseník,20,2010-03-12
Rumburk,30,2000-08-26
Teplice,30,2006-01-03
Blansko,31,2006-03-31
Nový Jičín,-4,2020-05-01
Plzeň,18,2019-03-18
Zlín,-8,2020-06-30
Sušice,16,2013-06-19
Žďár nad Sázavou,27,2019-06-14
Vsetín,21,2010-01-18
Frýdek-Místek,31,2011-05-10
Litvínov,20,2019-05-20
Ostrov,17,2022-04-22
Mladá Boleslav,27,2004-06-10
Valašské Meziříčí,9,2014-04-29
České Budějovice,-4,2019-03-07
Pardubice,17,2014-03-13
Šumperk,11,2006-04-06
Praha,-12,2010-09-05
Klatovy,28,2005-10-19
Nový Jičín,21,2000-08-01
Hradec Králové,32,2012-10-17
Šumperk,19,2018-10-02
Přerov,32,2013-05-04
Blansko,12,2015-08-15
Liberec,15,2000-01-21
Zlín,1,2011-02-02
České Budějovice,24,2020-04-03
Liberec,19,2021-09-03
Uherský Brod,20,2009-05-07
Pelhřimov,-3,2012-01-08
Náchod,5,2021-09-24
Žďár nad Sázavou,-10,2015-10-09
Plzeň,3,2013-12-25
Šumperk,-2,2006-07-25
Benešov,0,2011-08-24
Mladá Boleslav,23,2021-11-17
Kopřivnice,-12,2014-10-25
Šumperk,-11,2022-04-05
Teplice,27,2014-01-09
Kopřivnice,21,2021-04-24
Český Těšín,9,2001-11-17
Jirkov,13,2018-04-03
Prostějov,24,2004-08-07
Český Těšín,14,2014-07-01
Cheb,3,2010-01-13
Kolín,-10,2003-02-02
Brandýs nad Labem-Stará Boleslav,19,2001-07-17
Brandýs nad Labem-Stará Boleslav,31,2001-07-25
Třebíč,-15,2014-05-31
Jindřichův Hradec,14,2014-05-19
Ústí nad Labem,2,2010-04-30
České Budějovice,-6,2007-10-17
Ostrava,28,2000-08-22
Litvínov,5,2000-01-07
Cheb,-4,2006-12-23
Ústí nad Labem,17,2010-09-13
Pardubice,11,2001-05-13
Brno,-4,2004-07-28
Jihlava,21,2016-01-26
Mladá Boleslav,20,2004-07-26
Liberec,24,2011-04-30
Kopřivnice,-4,2014-09-21
Žďár nad Sázavou,12,2021-03-13
Kroměříž,-11,2006-07-22
Klatovy,34,2017-03-13
Klatovy,12,2012-07-13
Blansko,-2,2006-09-04
Ostrava,17,2002-01-22
Blansko,23,2002-11-16
Ostrava,29,2002-12-10
Pardubice,13,2008-10-29
Rakovník,15,2022-11-12
Břeclav,25,2008-09-23
Kladno,21,2020-11-25
Jeseník,-7,2011-11-30
Kladno,4,2002-03-24
Mladá Boleslav,17,2017-03-25
České Budějovice,12,2002-08-17
Ostrava,31,2002-05-25
Sušice,-8,2005-09-14
Přerov,-3,2013-07-27
Havířov,24,2013-07-06
Chomutov,1,2008-10-31
Brno,6,2009-06-30
Prostějov,9,2001-03-18
Rumburk,33,2022-07-06
Jičín,-11,2006-05-30
Jirkov,3,2010-07-20
Louny,-6,2019-06-14
Jirkov,2,2007-12-24
Praha,14,2003-09-16
Tábor,23,2005-07-07
Jeseník,-13,2003-06-17
Šumperk,-14,2021-05-02
Žďár nad Sázavou,10,2011-07-14
Jindřichův Hradec,-7,2007-11-10
Praha,5,2001-03-16
České Budějovice,22,2015-10-30
Jeseník,-11,2018-02-05
Cheb,2,2020-08-03
Cheb,-5,2017-11-23
Havířov,29,2009-09-19
Trutnov,12,2004-12-17
Uherský Brod,5,2012-03-04
Jičín,4,2004-11-26
Liberec,13,2009-03-21
Jablonec nad Nisou,-3,2021-02-25
Žďár nad Sázavou,-10,2012-01-25
Ostrava,24,2007-01-07
Jičín,21,2005-03-02
Kolín,19,2004-01-07
Uherský Brod,30,2020-09-15
Přerov,34,2002-12-02
Třebíč,-11,2015-12-04
Karviná,-10,2010-09-22
Pardubice,7,2006-05-31
Plzeň,14,2022-01-09
Trutnov,-8,2006-03-08
Uherský Brod,24,2015-05-07
Rakovník,25,2017-04-30
Havířov,7,2019-11-08
Šumperk,22,2003-07-18
Liberec,6,2001-07-07
Kolín,-3,2002-02-24
Jičín,-7,2005-04-23
Brandýs nad Labem-Stará Boleslav,24,2012-05-25
Teplice,14,2020-09-04
Plzeň,-4,2009-01-22
Kroměříž,23,2005-09-06
Cheb,7,2001-12-21
Šumperk,-15,2008-08-15
Hradec Králové,23,2022-01-23
Rakovník,-2,2018-05-31
Frýdek-Místek,8,2015-01-14
Náchod,-14,2011-12-13
Pelhřimov,-4,2003-10-25
České Budějovice,30,2014-04-02
Ústí nad Labem,-3,2017-09-16
Šumperk,-9,2005-01-29
Kroměříž,15,2018-10-20
Kladno,27,2015-02-14
Rumburk,20,2006-02-17
Přerov,-14,2011-11-19
Brandýs nad Labem-Stará Boleslav,-9,2000-04-02
Kroměříž,24,2008-04-04
Uherský Brod,4,2003-09-03
Benešov,-5,2022-04-09
Brno,3,2007-02-28
Litoměřice,-6,2020-03-29
Cheb,5,2015-01-25
Klatovy,11,2005-09-23
Kolín,26,2003-02-08
Děčín,-11,2006-12-12
České Budějovice,3,2012-09-07
Trutnov,1,2021-10-21
Tábor,-11,2009-07-01
Beroun,10,2020-02-04
Prostějov,10,2007-07-25
Litoměřice,15,2020-06-28
Kopřivnice,9,2011-03-31
Louny,-5,2003-02-02
Praha,19,2019-01-18
Vsetín,16,2022-08-24
Břeclav,-7,2013-12-04
Frýdek-Místek,12,2003-07-15
Jičín,-11,2019-06-25
Žďár nad Sázavou,19,2008-12-30
Prostějov,24,2007-05-25
Uherské Hradiště,16,2011-03-23
Benešov,17,2003-09-13
Ostrava,15,2008-05-19
Rumburk,3,2011-08-19
Litoměřice,7,2006-09-26
Prostějov,15,2018-06-25
Klatovy,27,2006-12-27
Břeclav,29,2007-10-22
Sušice,25,2011-12-03
Chomutov,15,2010-10-09
Přerov,10,2009-05-02
Český Těšín,20,2019-10-21
Česká Lípa,4,2020-02-15
Cheb,25,2005-10-16
Jindřichův Hradec,-3,2022-12-30
Rakovník,-8,2022-09-14
Děčín,3,2021-10-09
Uherský Brod,5,2015-09-29
Louny,-1,2017-02-10
Vsetín,22,2014-12-09
Louny,18,2007-04-01
Louny,5,2006-02-19
Tábor,4,2004-06-15
Hradec Králové,-8,2002-04-08
Kopřivnice,14,2004-12-09
Český Těšín,6,2019-05-07
Jirkov,-7,2012-01-02
Zlín,8,2020-01-13
Louny,4,2015-11-13
Blansko,30,2008-07-11
Kopřivnice,-13,2017-09-05
Litvínov,9,2000-04-23
Valašské Meziříčí,2,2021-03-19
Žatec,-15,2009-08-23
Český Těšín,-14,2016-11-21
Karviná,22,2011-11-25
Litoměřice,25,2000-04-24
Frýdek-Místek,25,2014-06-10
Sušice,-8,2000-09-30
České Budějovice,-3,2000-05-14
Blansko,19,2002-01-15
Uherský Brod,34,2012-03-15
Náchod,8,2005-08-09
Litvínov,10,2012-01-23
Liberec,29,2002-10-07
Ostrava,19,2010-06-24
Žďár nad Sázavou,-2,2022-04-19
Havířov,-6,2013-05-15
Valašské Meziříčí,-15,2007-12-20
Žďár nad Sázavou,18,2016-09-11
Česká Lípa,-13,2013-08-21
České Budějovice,33,2000-08-21
Jičín,29,2006-09-12
Litvínov,3,2013-02-25
Praha,-10,2005-09-29
Rumburk,-6,2007-05-18
Jeseník,34,2018-05-04
Jihlava,27,2018-09-09
Valašské Meziříčí,6,2020-09-07
Ústí nad Labem,14,2014-11-28
Litoměřice,21,2011-01-01
Trutnov,2,2013-03-03
Žďár nad Sázavou,29,2015-10-20
Česká Lípa,-9,2018-08-28
Rumburk,7,2007-03-01
Pardubice,-5,2009-08-13
Valašské Meziříčí,7,2004-06-02
Náchod,7,2007-11-20
Náchod,33,2018-12-11
Kroměříž,11,2002-05-25
Tábor,9,2009-03-20
Cheb,-5,2017-02-09
Olomouc,18,2022-12-08
Prostějov,16,2019-04-03
Cheb,30,2022-12-18
Litvínov,13,2020-08-24
Frýdek-Místek,-9,2016-07-03
Přerov,3,2000-08-14
Šumperk,31,2005-05-31
Brno,-12,2012-01-07
Přerov,17,2016-01-09
Sušice,8,2009-06-21
Rakovník,-13,2021-11-07
Kladno,9,2016-04-22
Cheb,7,2005-10-13
Nový Jičín,-8,2021-01-18
Liberec,-3,2013-07-11
Litvínov,10,2000-08-10
Pardubice,1,2017-05-26
Jeseník,-12,2010-10-26
Jihlava,25,2019-01-08
Rumburk,4,2016-05-08
Jirkov,-2,2008-11-14
Uherské Hradiště,7,2021-07-06
Zlín,9,2007-01-21
Chomutov,20,2021-08-25
Klatovy,11,2012-09-19
Beroun,1,2016-05-20
Rakovník,-13,2022-02-05
Brno,32,2016-07-10
Brandýs nad Labem-Stará Boleslav,27,2017-11-22
Karviná,-12,2005-11-14
České Budějovice,-13,2011-11-01
Blansko,-6,2020-07-10
Tábor,30,2014-10-10
Žďár nad Sázavou,-9,2002-10-18
Uherské Hradiště,26,2004-10-02
Mladá Boleslav,19,2012-01-26
Blansko,6,2016-03-05
Plzeň,22,2010-10-18
České Budějovice,-8,2022-02-20
Mladá Boleslav,30,2004-02-24
Pardubice,-14,2016-04-03
Cheb,24,2006-01-17
Žďár nad Sázavou,21,2012-07-19
Šumperk,20,2000-05-29
Trutnov,5,2021-04-23
Jirkov,22,2001-06-28
Tábor,16,2021-04-06
Karviná,29,2019-05-29
Kolín,13,2008-11-19
Pardubice,3,2005-01-11
Plzeň,-12,2007-02-21
Chomutov,23,2004-12-21
Žatec,3,2015-03-03
Litoměřice,3,2014-12-08
Náchod,3,2021-04-21
Frýdek-Místek,12,2011-11-29
Děčín,3,2019-01-16
Český Těšín,26,2019-06-14
Brandýs nad Labem-Stará Boleslav,-9,2005-12-21
Přerov,5,2010-01-25
Klatovy,23,2003-03-27
Mladá Boleslav,31,2007-01-05
Brandýs nad Labem-Stará Boleslav,8,2012-07-30
Šumperk,16,2021-04-07
Jirkov,29,2002-05-09
Jihlava,25,2012-10-08
Rakovník,2,2008-09-30
Blansko,10,2000-08-15
Jirkov,23,2002-02-03
Kolín,18,2014-04-19
Olomouc,-4,2012-01-22
Blansko,15,2006-07-13
Břeclav,15,2008-11-11
Jirkov,15,2010-08-09
Ústí nad Labem,22,2014-12-01
Třebíč,2,2014-12-31
Šumperk,15,2022-02-21
Klatovy,5,2005-06-02
České Budějovice,-6,2013-08-08
Plzeň,24,2019-10-23
Prostějov,30,2022-03-21
České Budějovice,29,2000-05-31
Jičín,-9,2021-06-26
Litoměřice,33,2002-12-02
Jablonec nad Nisou,-13,2012-11-08
Hradec Králové,30,2019-12-06
Cheb,-14,2017-11-30
Ostrava,14,2021-11-08
Plzeň,2,2003-10-07
Praha,-13,2004-04-22
Hradec Králové,21,2015-01-19
Přerov,23,2007-03-15
Nový Jičín,23,2012-10-09
Přerov,6,2000-01-03
Kroměříž,-5,2005-09-20
Uherské Hradiště,-14,2014-09-14
Uherský Brod,-10,2009-11-17
Jihlava,-13,2010-04-28
Nový Jičín,10,2020-05-23
Jirkov,10,2017-08-12
České Budějovice,-6,2012-05-31
Litoměřice,24,2000-09-20
Litvínov,8,2017-07-23
Jirkov,1,2020-01-30
Pardubice,-4,2007-02-11
Valašské Meziříčí,2,2005-06-28
Třebíč,27,2008-01-31
Jeseník,21,2012-05-17
Brno,6,2019-11-12
Kopřivnice,32,2000-01-17
Uherský Brod,-2,2020-01-29
Děčín,8,2022-07-02
Olomouc,12,2019-02-26
Karviná,1,2011-11-09
Tábor,4,2005-12-27
Louny,-5,2020-09-23
Uherský Brod,15,2006-02-27
Uherský Brod,2,2016-06-23
Olomouc,-8,2006-03-04
Karviná,-11,2012-11-19
Benešov,-8,2020-07-04
Sušice,27,2017-04-22
Trutnov,19,2016-12-27
Liberec,-1,2020-04-28
Ostrava,4,2020-08-10
Teplice,21,2013-05-19
Rumburk,17,2005-10-27
Rumburk,14,2009-02-19
Uherský Brod,-12,2003-03-28
Rakovník,10,2016-10-29
Liberec,-1,2011-06-27
Tábor,-13,2000-04-23
Mladá Boleslav,-1,2022-06-27
Rumburk,-1,2016-06-12
Louny,0,2021-11-17
Tábor,11,2017-02-12
Klatovy,10,2018-04-19
Praha,-11,2021-12-25
Hradec Králové,29,2020-08-26
Valašské Meziříčí,15,2016-08-31
Plzeň,5,2018-05-30
Litvínov,23,2011-01-26
Jeseník,20,2008-10-13
Břeclav,7,2016-05-26
Žďár nad Sázavou,0,2001-06-13
Jablonec nad Nisou,-6,2009-04-06
Louny,-14,2018-02-28
Litvínov,16,2017-11-25
Jindřichův Hradec,-9,2020-10-02
Nový Jičín,7,2014-08-28
Uherský Brod,-6,2018-06-06
Česká Lípa,-5,2021-08-02
Nový Jičín,24,2010-06-07
Česká Lípa,26,2015-04-09
České Budějovice,14,2006-09-01
Rumburk,-12,2010-02-28
Hradec Králové,-6,2010-09-24
Blansko,9,2007-07-26
Rumburk,-15,2016-07-06
Jirkov,20,2010-06-19
Uherský Brod,1,2016-08-05
Pelhřimov,29,2007-04-27
Třebíč,23,2006-08-09
Kroměříž,-7,2010-05-02
Prostějov,-14,2015-05-21
Jindřichův Hradec,10,2009-05-04
Valašské Meziříčí,34,2021-03-12
Litoměřice,-2,2009-05-30
Liberec,28,2018-07-29
Tábor,22,2017-09-21
Rakovník,-5,2021-09-22
Břeclav,20,2019-03-13
Klatovy,14,2017-04-23
Jičín,-14,2008-08-19
Nový Jičín,32,2007-08-23
Praha,23,2007-04-01
Ostrava,-7,2005-11-05
Olomouc,-15,2012-03-18
Ústí nad Labem,-12,2009-01-17
Plzeň,27,2018-08-03
Přerov,-3,2002-04-15
Jirkov,23,2011-06-03
Karviná,32,2020-09-28
Český Těšín,-12,2013-04-16
Šumperk,-13,2008-12-08
Přerov,-4,2022-01-01
Jičín,-10,2014-03-08
Pardubice,9,2009-01-17
Pardubice,22,2018-03-22
Sušice,-12,2007-11-25
Kolín,-7,2007-02-12
Náchod,10,2004-10-28
Jičín,-11,2005-01-31
Vsetín,9,2009-02-08
Česká Lípa,-3,2015-03-13
Šumperk,22,2018-08-23
Jihlava,-15,2002-05-22
Kolín,7,2000-03-24
Náchod,3,2010-06-01
České Budějovice,2,2005-07-30
Uherské Hradiště,24,2006-02-06
Uherské Hradiště,9,2007-06-21
Hradec Králové,18,2005-01-12
Jeseník,8,2021-03-26
Valašské Meziříčí,-9,2010-02-17
Kolín,1,2018-08-28
Přerov,32,2015-03-10
Přerov,0,2012-03-27
Uherský Brod,-4,2019-11-11
Valašské Meziříčí,30,2015-04-22
Třebíč,33,2006-05-06
Frýdek-Místek,-3,2000-10-29
Šumperk,19,2019-10-07
Kolín,-1,2009-05-17
Tábor,14,2001-05-21
Jablonec nad Nisou,12,2019-05-12
Břeclav,12,2022-08-24
Sušice,18,2002-07-27
Frýdek-Místek,16,2010-07-27
Uherský Brod,10,2014-06-20
Ostrava,2,2020-05-02
Pardubice,4,2018-01-25
Uherský Brod,-12,2009-09-24
Kroměříž,2,2018-09-10
Ostrov,34,2004-12-25
Chomutov,-10,2000-06-11
Tábor,5,2021-08-07
Náchod,20,2016-01-02
Benešov,10,2007-04-15
Havířov,-14,2016-06-18
Pardubice,-12,2015-11-13
Žďár nad Sázavou,5,2006-12-20
Žďár nad Sázavou,2,2004-12-09
Kolín,10,2022-05-08
Beroun,25,2022-02-13
Český Těšín,-8,2001-09-18
Frýdek-Místek,-1,2014-02-22
Tábor,20,2010-06-15
Náchod,11,2018-09-19
Jirkov,20,2012-06-19
Jeseník,-12,2022-12-15
Beroun,-12,2001-02-20
Děčín,18,2019-12-19
Kladno,18,2003-09-06
